report_id,report_text,sif_potential,activity,hazard,barrier_failure,life_saving_rule
2553,an entrant worked in the area while the toxic-gas reading exceeded limits during confined-space entry. This was linked to a lapse in permit control.,HIGH,Confined Space Entry,Hazardous atmosphere,Permit control failed,Confined Space
2554,a technician verified that mechanical handling aids were available while carrying the load.,LOW,Manual Handling,Musculoskeletal Injury,No barrier failure / control effective,
2555,"During the walk-down, a ground worker continued the excavation while the utility drawings were missing during excavation. Follow-up identified a lapse in permit control.",HIGH,Excavation,Utility strike,Permit control failed,Ground Disturbance
2556,A worker reported that a driver found the traffic segregation barrier displaced while the vehicle was reversing. This was linked to the traffic segregation control was degraded.,MEDIUM,Vehicle Movement,Vehicle-pedestrian collision,Traffic segregation control degraded,Line of Fire
2557,A supervisor observed that a worker verified the permit conditions covered the hot work during the grinding operation.,LOW,Hot Work,Fire or explosion,No barrier failure / control effective,Hot Work
2558,a cleaner found water pooling on the walkway in the common work area. The observation was attributed to a previously identified corrective action was not closed out.,MEDIUM,Housekeeping,Slip hazard,Corrective action not completed,
2559,a technician observed items overhanging the edge of the overhead shelf while using hand tools.,HIGH,Hand Tools,Falling object,Exclusion zone failed,
2560,An inspection noted that the toe boards were verified on the platform during material handling.,LOW,Material Handling,Falling object,No barrier failure / control effective,
2561,a worker carried the load alone without assistance during manual handling. This was linked to a previously identified corrective action was not closed out.,MEDIUM,Manual Handling,Musculoskeletal Injury,Corrective action not completed,
2562,a worker walked into the path of the moving vehicle while the vehicle was reversing.,HIGH,Vehicle Movement,Vehicle-pedestrian collision,Stop-work control failed,Line of Fire
2563,An inspection noted that a maintenance technician checked the energy-isolation register before the start while the equipment was being worked on.,LOW,Maintenance,Unexpected startup,No barrier failure / control effective,Energy Isolation
2564,An observation from the safety patrol noted that an electrician observed exposed conductors while the equipment was live while working on the panel. The event traced back to a lapse in permit control.,HIGH,Electrical Maintenance,Electric shock or arc flash,Permit control failed,Energy Isolation
2565,"During the walk-down, a ventilation technician flagged that continuous gas monitoring was intermittent during ventilation verification. The finding cited a failure in communication or handover.",MEDIUM,Ventilation,Hazardous atmosphere,Communication/handover failed,Confined Space
2566,a cleaner confirmed the drain was clear in the work area during routine housekeeping rounds.,LOW,Housekeeping,Slip hazard,No barrier failure / control effective,
2567,a storekeeper found waste material blocking the aisle during storage activity. The event traced back to inadequate housekeeping controls.,MEDIUM,Storage,Poor housekeeping condition,Housekeeping control inadequate,
2568,"During the walk-down, an attendant confirmed the drain was clear in the work area during routine housekeeping rounds.",LOW,Housekeeping,Slip hazard,No barrier failure / control effective,
2569,a warehouse worker transferred the chemical while the containment bund was damaged during chemical handling.,HIGH,Chemical Handling,Chemical exposure,Permit control failed,Toxic Gas
2570,a worker used rigging on the suspended load that showed signs of wear before the lift while the crane was positioning the load. The observation was attributed to a failure to maintain the exclusion zone.,HIGH,Lifting Operation,Dropped load,Exclusion zone failed,Lifting Operations
2571,"During the walk-down, a worker noticed loose parts on the elevated walkway while moving the materials. The finding cited inadequate housekeeping controls.",MEDIUM,Material Handling,Falling object,Housekeeping control inadequate,
2572,a technician verified the edge protection was intact during during the scaffolding work.,LOW,Work at Height,Fall from height,No barrier failure / control effective,Working at Height
2573,A supervisor observed that a safety officer started the tank entry with no gas detector available while checking the ventilation. The finding cited gas testing had not been performed before the task.,HIGH,Ventilation,Hazardous atmosphere,Gas testing absent,Confined Space
2574,A worker reported that a craftsman found objects stored above head height without a toe board during hand-tool work. The observation was attributed to the tool control was degraded.,MEDIUM,Hand Tools,Falling object,Tool control degraded,
2575,The shift handover mentioned that a worker reported that the barrier operated as expected while managing the work zone.,LOW,Worksite Control,None identified,No barrier failure / control effective,
